Channel Title,Channel Username,ID,Message,Date,Media Path
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2388,"Notice💥

 We would like to inform you that  Obstetric Ultrasound Training to be given at Addis Ababa has been postponed for the next week ( October 13 /2024) due to the Irrecha Holiday.",2024-10-05 09:52:07+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2387,"#Dental_Extraction_&_Care_Training💥
                     @ Hawassa 
👉መስከረም 27/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0965412222  Dr Shalom
   ☎️0968670067
   ☎️0965410000   Ekram
   ☎️0942404444

🏃For more info .follow us on telegram :-
t.me/eahci",2024-10-04 13:29:53+00:00,photos\@EAHCI_2387.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2386,"#💥እሁድ_Addis_Ababa_Ultrasound_Training)#CPD_ስልጠናን_ከምርጥ_ክህሎት_ጋር_ያስተሳስሩ )
 #Addis Ababa  መስከረም 26  /2017 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
----------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
📞Dr shalom 0965412222  
📞Selam        0968670067
📞Tinbit         0942404444
📞Ekram        0965410000
 📳Office        0941404444 
 📳 Office       0462124400
🏃For more info .follow us on telegram :-
t.me/eahci",2024-10-04 10:17:03+00:00,photos\@EAHCI_2386.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2385,"💥ነገ ይጀምራል CPD_training_ለሁሉም_ጤና_ባለሞያዎች!!!
✔️#Title_Antimicrobial Drug Resistance 
# መስከረም 25/2017 ጀምሮ  ይሰጣል።
#ለጤና_ባለሞያዎች_Oromia_Amhara_AA_Harari_SNNPR_Sidama_ላላችሁ።
--------------------------------------------
📱0965410000
📳0968670067
📱0965412222
📳0942404444
📳0941404444  
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-10-04 09:57:52+00:00,photos\@EAHCI_2385.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2384,"💥CPD_training_ለሁሉም_ጤና_ባለሞያዎች!!!
✔️#Title_Antimicrobial Drug Resistance 
#
መስከረም 24/2017 ጀምሮ  ይሰጣል።
#ለጤና_ባለሞያዎች_Oromia_Amhara_AA_Harari_SNNPR_Sidama_ላላችሁ።
--------------------------------------------
📞0965410000  Ekram
📞0968670067  Selam
📞0965412222  Dr.Shalom
📞0942404444
📞0941404444  
📳0462124400  Office 
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗️
-join our telegram channel 
T.me/eahci",2024-10-03 06:46:52+00:00,photos\@EAHCI_2384.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2383,,2024-10-02 12:03:42+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2382,"#Monitoring_And_Evaluation_Training 
💥 Hawassa & Addis Ababa 
💥Take Training on Blended mode 
💥Trainers - M & E Guest Experts 
💥Call📞0965412222 Dr.Shalom
💥Only for few trainees
✍️Accredited",2024-10-02 09:13:24+00:00,photos\@EAHCI_2382.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2379,"#💥እሁድ_Addis_Ababa_Ultrasound_Training)#CPD_ስልጠናን_ከምርጥ_ክህሎት_ጋር_ያስተሳስሩ )
 #Addis Ababa  መስከረም 26  /2017 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
----------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
📞Dr shalom 0965412222  
📞Selam        0968670067
📞Tinbit         0942404444
📞Ekram        0965410000
 📳Office        0941404444 
 📳 Office       0462124400
🏃For more info .follow us on telegram :-
t.me/eahci",2024-10-01 09:03:45+00:00,photos\@EAHCI_2379.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2378,"💥 CPD_training_ለሁሉም_ጤና_ባለሞያዎች!!!
✔️#Title_Antimicrobial Drug Resistance 
# መስከረም 24/2017 ጀምሮ  ይሰጣል።
#ለጤና_ባለሞያዎች_Oromia_Amhara_AA_Harari_SNNPR_Sidama_ላላችሁ።
--------------------------------------------
📱0968670067
📳0942404444  Tinbit
📱0965410000
📳0965412222 
📳0941404444  
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-30 07:47:20+00:00,photos\@EAHCI_2378.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2377,"💥 እንዳያመልጥዎ‼️💥
👉  ፈጥነው ይመዝገቡ !!

Dental Extraction & Care Training 
                     @ Hawassa 
👉መስከረም 26/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0968670067
   ☎️0965410000
   ☎️0941404444
   ☎️0965412222 

🏃For more info .follow us on telegram :-
t.me/eahci",2024-09-30 07:17:37+00:00,photos\@EAHCI_2377.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2376,"#💥ዛሬ ይጀምራል
#የሞያ_ፈቃድ_ለማሳደስ_ይመዝገቡ💥  
#Title= MEDICAL ETHICS 
💥15CEU
👉 መስከረም 20 / 2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------

📱0965410000
📱0968670067  
📱0942404444  
📱0941404444 
📱0965412222   
📱0462124400   
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-28 16:44:20+00:00,photos\@EAHCI_2376.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2375,"Notice :-Postponed 
 OB Ultrasound Trainings both @A.A & Hawassa -Postponed for the next week .",2024-09-28 15:11:42+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2374,https://t.me/Dikoethiopia,2024-09-27 21:01:51+00:00,photos\@EAHCI_2374.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2372,"እንኳን ለብርሃነ መስቀሉ በሰላም አደረሳችሁ

መልካም በአል።",2024-09-27 15:20:09+00:00,photos\@EAHCI_2372.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2371,"#💥
#የሞያ_ፈቃድ_ለማሳደስ_ይመዝገቡ💥  
#Title= MEDICAL ETHICS 
💥15CEU
👉 መስከረም19 / 2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------

📱0968670067  
📱0942404444  
📱0965410000
📱0941404444 
📱0965412222   
📱0462124400   
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-27 05:01:27+00:00,photos\@EAHCI_2371.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2369,"ኢትዮጵያ ተላላፊ ያልሆኑ በሽታዎችን በመከላከልና መቆጣጠር ላስመዘገበችው አመርቂ ውጤት እውቅና አገኘች

የተባበሩት መንግስታት ድርጅት (ተመድ) ኢትዮጵያ ተላላፊ ያልሆኑ በሽታዎችን በመከላከልና መቆጣጠር ላስመዘገበችው አመርቂ ውጤት እውቅና ሰጥቷል።",2024-09-26 05:33:30+00:00,photos\@EAHCI_2369.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2368,,2024-09-25 16:34:15+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2367,ይነበብ -CPD,2024-09-25 15:37:24+00:00,photos\@EAHCI_2367.pdf
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2366,"💥 እንዳያመልጥዎ‼️💥
👉  ፈጥነው ይመዝገቡ !!

Dental Extraction & Care Training 
                     @ Hawassa 
👉መስከረም 19/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0968670067
   ☎️0965410000
   ☎️0941404444
   ☎️0965412222 

🏃For more info .follow us on telegram :-
t.me/eahci",2024-09-25 08:55:23+00:00,photos\@EAHCI_2366.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2365,"#OBGYN_Ultrasound_Training_Addis_Ababa
👉መስከረም 19 /2017ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
   📞Tinbit   0942404444
  📞Selam      0968670067
  📞Ekram      0965410000
  📞Office     0941404444
  📞Office        0462124400

💥CEO📞0941038774
🏃For more info .follow us on telegram :-
t.me/eahci",2024-09-25 08:55:22+00:00,photos\@EAHCI_2365.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2364,"#💥
#የሞያ_ፈቃድ_ለማሳደስ_ይመዝገቡ💥  
#Title= MEDICAL ETHICS 
💥15CEU
👉 መስከረም19 / 2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------

📱0968670067  
📱0942404444  
📱0965410000
📱0941404444 
📱0965412222   
📱0462124400   
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-25 08:49:32+00:00,photos\@EAHCI_2364.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2363,"  #ዛሬ_ይጀምራል💥የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease Management 🔶15CEU
👉 መስከረም 14/2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
📱0968670067 selam
📱0965410000   Ekram
📱0942404444  Tinbit
📱0941404444   daye
📱0965412222   office 
📳0462124400    office
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-24 04:11:42+00:00,photos\@EAHCI_2363.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2362,"  #💥ነገ ይጀምራል💥የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease Management 🔶15CEU
👉 መስከረም 14/2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
 📱0968670067 selam
 📱0965410000   Ekram
 📱0942404444  Tinbit
 📱0941404444   daye
 📱0965412222   office 
 📳0462124400    office
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-23 12:01:17+00:00,photos\@EAHCI_2362.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2361,"#💥 እንዳያመልጥዎ Ultrasound_Training@Hawassa&Addis Ababa
👉መስከረም 19 /2017ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
  📲Selam      0968670067
   📳 Ekram      0965410000
   📳 Tinbit       0942404444
   📳 Daye         0941404444
   📳 Office        0965412222 
   📳 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci",2024-09-23 06:51:26+00:00,photos\@EAHCI_2361.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2360,"  #💥ነገ ይጀምራል💥የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease Management 🔶15CEU
👉 መስከረም 14/2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
 📱0968670067 selam
 📱0965410000   Ekram
 📱0942404444  Tinbit
 📱0941404444   daye
 📱0965412222   office 
 📳0462124400    office
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-22 09:39:34+00:00,photos\@EAHCI_2360.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2359,"💥 እንዳያመልጥዎ‼️💥
Dental Extraction & Care Training @ Hawassa 
👉መስከረም 20/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   📞0965410000  
  📞0968670067
   
🏃For more info .follow us on telegram :-
t.me/eahci",2024-09-21 16:47:37+00:00,photos\@EAHCI_2359.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2358,"Hey Ethio-American CPD Center  & Health consultancy Families 
I am exploring how young individuals in Ethiopia and Rwanda perceive and make decisions about professional nutrition advice. Your insights will help me understand the key factors that influence the use of nutrition services and identify barriers to access. This survey should take about 3 - 5 minutes to complete. All responses will be kept confidential and will only be used for research purposes
Thanks for your support in advance 🙏🏾

Dr. Israel A.(  Staff ) 
https://docs.google.com/forms/d/19Uvv3WMU2SydZXdP2oRgCvCkBDCAHFpfusNaWn_mJ3g/edit?usp=sharing_eil&ts=66ed3780",2024-09-20 15:50:11+00:00,photos\@EAHCI_2358.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2357,"💥ዛሬ ይጀምራል #_CPD_
#ለሁሉም_ጤና_ባለሞያዎች_በሁሉም_ክልሎችና_ከተሞች ላላችሁ። መስከረም 11/2017 ጀምሮ ይሰጣል::
--------------------------------------
👉Syndromic Management of (STI)15CEU

📳0942404444
📳0941404444
📳0965410000
📳0965412222
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-19 08:36:28+00:00,photos\@EAHCI_2357.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2356,"  #💥💥የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease Management 🔶15CEU
👉 መስከረም 14/2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
📲0968670067 selam
 📱0965410000   Ekram
 📱0942404444  Tinbit
 📱0941404444   daye
 📱0965412222   office 
 📳0462124400    office
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-19 08:35:33+00:00,photos\@EAHCI_2356.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2355,"#💥 እንዳያመልጥዎ Ultrasound_Training@Hawassa&Addis Ababa
👉መስከረም 19 /2017ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
  📲Selam      0968670067
   📳 Ekram      0965410000
   📳 Tinbit       0942404444
   📳 Daye         0941404444
   📳 Office        0965412222 
   📳 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci",2024-09-18 08:58:36+00:00,photos\@EAHCI_2355.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2354,"💥#_CPD_
#ለሁሉም_ጤና_ባለሞያዎች_በሁሉም_ክልሎችና_ከተሞች ላላችሁ። መስከረም 9/2017 ጀምሮ ይሰጣል::
--------------------------------------
👉Syndromic Management of (STI)15CEU
📞0968670067 
📳0942404444
📳0941404444
📳0965410000
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-16 18:11:24+00:00,photos\@EAHCI_2354.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2353,"#Online_CPD_ዛሬ
#For_All_health_professionals
(Ethio-American-CPD) 

#Title_Pain Management 
መስከረም 6 /2017 ይጀምራል !
➯➯➯➯➯➯➯➯➯➯➯➯➯➯
    📞0968670067 Selam
   📞0965410000  Ekram
   📞 0942404444
   📞0941404444
   📞 0462124400  
http://T.me/eahci",2024-09-16 14:48:44+00:00,photos\@EAHCI_2353.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2352,"💥 ሰኞ ይጀምራል
#Online_CPD
#For_All_health_professionals
(Ethio-American-CPD) 

#Title_Pain Management 
መስከረም 6 /2017 ይጀምራል !
➩➩➩➩➩➩➩➩➩➩➩➩➩➩

   📞0965410000  Ekram
   📞0968670067  Selam 
   📞 0942404444
   📞0941404444
   📞0965412222
   📞 0462124400  
http://T.me/eahci",2024-09-15 14:01:29+00:00,photos\@EAHCI_2352.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2350,"#OBGYN_Ultrasound_Training#Addis_Ababa & #Hawassa_💥

#መሰከረም 12/2017 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
----------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register
📞Ekram       0965410000  
📞Tinbit        0942404444
📞Selam       0968670067
📞Day            0965412222

📞Office       0462124400

📞ለማንኛውም ጥቆማ (CEO) 0941038774
🏃For more info .follow us on telegram :-
t.me/eahci",2024-09-14 07:50:30+00:00,photos\@EAHCI_2350.jpg
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2349,,2024-09-13 12:47:39+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,@EAHCI,2348,"💥 እንዳያመልጥዎ‼️💥
Dental Extraction & Care Training @ Hawassa 
👉መስከረም 5/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0965410000  Ekram 
   
🏃For more info .follow us on telegram :-
t.me/eahci",2024-09-13 08:25:24+00:00,photos\@EAHCI_2348.jpg
